timestamp,player,x,y,half
2025-10-02 15:00:00,Player_01,54.593,33.297,1
2025-10-02 15:00:01,Player_01,54.213,32.885,1
2025-10-02 15:00:02,Player_01,55.098,32.219,1
2025-10-02 15:00:03,Player_01,55.305,31.458,1
2025-10-02 15:00:04,Player_01,55.469,31.346,1
2025-10-02 15:00:05,Player_01,55.443,30.967,1
2025-10-02 15:00:06,Player_01,55.339,31.755,1
2025-10-02 15:00:07,Player_01,56.346,31.78,1
2025-10-02 15:00:08,Player_01,55.522,30.956,1
2025-10-02 15:00:09,Player_01,54.955,31.558,1
2025-10-02 15:00:10,Player_01,54.727,31.626,1
2025-10-02 15:00:11,Player_01,55.576,31.925,1
2025-10-02 15:00:12,Player_01,55.503,32.215,1
2025-10-02 15:00:13,Player_01,55.188,32.34,1
2025-10-02 15:00:14,Player_01,54.797,32.562,1
2025-10-02 15:00:15,Player_01,55.09,32.664,1
2025-10-02 15:00:16,Player_01,55.155,32.194,1
2025-10-02 15:00:17,Player_01,54.492,32.35,1
2025-10-02 15:00:18,Player_01,55.616,32.784,1
2025-10-02 15:00:19,Player_01,55.882,32.695,1
2025-10-02 15:00:20,Player_01,56.119,32.929,1
2025-10-02 15:00:21,Player_01,56.488,33.107,1
2025-10-02 15:00:22,Player_01,57.249,33.877,1
2025-10-02 15:00:23,Player_01,57.629,33.77,1
2025-10-02 15:00:24,Player_01,57.069,33.646,1
2025-10-02 15:00:25,Player_01,56.351,33.596,1
2025-10-02 15:00:26,Player_01,55.97,33.553,1
2025-10-02 15:00:27,Player_01,55.469,32.589,1
2025-10-02 15:00:28,Player_01,55.088,32.316,1
2025-10-02 15:00:29,Player_01,55.21,32.444,1
2025-10-02 15:00:30,Player_01,54.266,32.44,1
2025-10-02 15:00:31,Player_01,53.36,32.101,1
2025-10-02 15:00:32,Player_01,51.961,31.819,1
2025-10-02 15:00:33,Player_01,51.841,31.668,1
2025-10-02 15:00:34,Player_01,51.487,31.328,1
2025-10-02 15:00:35,Player_01,50.584,31.111,1
2025-10-02 15:00:36,Player_01,51.786,30.882,1
2025-10-02 15:00:37,Player_01,51.804,31.262,1
2025-10-02 15:00:38,Player_01,51.629,31.693,1
2025-10-02 15:00:39,Player_01,51.26,32.089,1
2025-10-02 15:00:40,Player_01,51.789,32.27,1
2025-10-02 15:00:41,Player_01,51.666,31.969,1
2025-10-02 15:00:42,Player_01,51.608,32.376,1
2025-10-02 15:00:43,Player_01,50.763,32.243,1
2025-10-02 15:00:44,Player_01,50.77,32.253,1
2025-10-02 15:00:45,Player_01,50.942,32.821,1
2025-10-02 15:00:46,Player_01,50.47,32.856,1
2025-10-02 15:00:47,Player_01,50.61,32.961,1
2025-10-02 15:00:48,Player_01,50.799,32.362,1
2025-10-02 15:00:49,Player_01,51.397,32.568,1
2025-10-02 15:00:50,Player_01,50.363,32.153,1
2025-10-02 15:00:51,Player_01,50.659,32.582,1
2025-10-02 15:00:52,Player_01,50.292,32.504,1
2025-10-02 15:00:53,Player_01,49.425,31.555,1
2025-10-02 15:00:54,Player_01,49.816,31.403,1
2025-10-02 15:00:55,Player_01,50.005,31.307,1
2025-10-02 15:00:56,Player_01,51.061,31.513,1
2025-10-02 15:00:57,Player_01,51.126,31.797,1
2025-10-02 15:00:58,Player_01,52.042,31.658,1
2025-10-02 15:00:59,Player_01,52.672,32.088,1
2025-10-02 15:01:00,Player_01,53.137,30.744,1
2025-10-02 15:01:01,Player_01,53.375,30.441,1
2025-10-02 15:01:02,Player_01,53.438,29.97,1
2025-10-02 15:01:03,Player_01,53.338,29.438,1
2025-10-02 15:01:04,Player_01,52.967,29.845,1
2025-10-02 15:01:05,Player_01,52.657,30.196,1
2025-10-02 15:01:06,Player_01,52.212,29.867,1
2025-10-02 15:01:07,Player_01,52.292,30.367,1
2025-10-02 15:01:08,Player_01,52.438,30.41,1
2025-10-02 15:01:09,Player_01,52.879,30.231,1
2025-10-02 15:01:10,Player_01,53.525,29.937,1
2025-10-02 15:01:11,Player_01,54.597,29.607,1
2025-10-02 15:01:12,Player_01,54.477,29.808,1
2025-10-02 15:01:13,Player_01,54.359,30.084,1
2025-10-02 15:01:14,Player_01,53.81,30.185,1
2025-10-02 15:01:15,Player_01,54.402,29.315,1
2025-10-02 15:01:16,Player_01,54.668,29.441,1
2025-10-02 15:01:17,Player_01,55.607,29.681,1
2025-10-02 15:01:18,Player_01,55.961,29.397,1
2025-10-02 15:01:19,Player_01,55.868,29.415,1
2025-10-02 15:01:20,Player_01,55.654,28.625,1
2025-10-02 15:01:21,Player_01,56.168,28.103,1
2025-10-02 15:01:22,Player_01,56.134,27.966,1
2025-10-02 15:01:23,Player_01,56.055,27.834,1
2025-10-02 15:01:24,Player_01,56.861,27.983,1
2025-10-02 15:01:25,Player_01,56.461,27.48,1
2025-10-02 15:01:26,Player_01,56.721,27.335,1
2025-10-02 15:01:27,Player_01,57.455,27.128,1
2025-10-02 15:01:28,Player_01,57.029,27.351,1
2025-10-02 15:01:29,Player_01,57.263,27.954,1
2025-10-02 15:01:30,Player_01,56.537,28.684,1
2025-10-02 15:01:31,Player_01,56.253,28.019,1
2025-10-02 15:01:32,Player_01,56.345,27.998,1
2025-10-02 15:01:33,Player_01,55.253,27.527,1
2025-10-02 15:01:34,Player_01,54.883,27.499,1
2025-10-02 15:01:35,Player_01,55.04,27.679,1
2025-10-02 15:01:36,Player_01,54.843,27.713,1
2025-10-02 15:01:37,Player_01,54.434,27.692,1
2025-10-02 15:01:38,Player_01,54.911,28.321,1
2025-10-02 15:01:39,Player_01,55.134,28.627,1
2025-10-02 15:01:40,Player_01,55.715,28.511,1
2025-10-02 15:01:41,Player_01,55.802,28.522,1
2025-10-02 15:01:42,Player_01,55.014,28.891,1
2025-10-02 15:01:43,Player_01,54.518,29.15,1
2025-10-02 15:01:44,Player_01,53.984,28.969,1
2025-10-02 15:01:45,Player_01,53.747,28.216,1
2025-10-02 15:01:46,Player_01,53.498,27.714,1
2025-10-02 15:01:47,Player_01,54.007,27.776,1
2025-10-02 15:01:48,Player_01,55.101,27.018,1
2025-10-02 15:01:49,Player_01,55.83,26.954,1
2025-10-02 15:01:50,Player_01,55.762,26.761,1
2025-10-02 15:01:51,Player_01,55.765,27.185,1
2025-10-02 15:01:52,Player_01,55.425,26.626,1
2025-10-02 15:01:53,Player_01,54.946,25.807,1
2025-10-02 15:01:54,Player_01,55.42,25.629,1
2025-10-02 15:01:55,Player_01,55.443,25.898,1
2025-10-02 15:01:56,Player_01,56.124,26.352,1
2025-10-02 15:01:57,Player_01,56.266,25.966,1
2025-10-02 15:01:58,Player_01,57.028,26.166,1
2025-10-02 15:01:59,Player_01,56.68,25.694,1
2025-10-02 15:02:00,Player_01,56.851,25.377,1
2025-10-02 15:02:01,Player_01,56.276,25.617,1
2025-10-02 15:02:02,Player_01,56.208,25.922,1
2025-10-02 15:02:03,Player_01,55.809,25.498,1
2025-10-02 15:02:04,Player_01,55.689,25.699,1
2025-10-02 15:02:05,Player_01,54.97,24.907,1
2025-10-02 15:02:06,Player_01,54.518,24.821,1
2025-10-02 15:02:07,Player_01,54.571,24.34,1
2025-10-02 15:02:08,Player_01,54.786,23.997,1
2025-10-02 15:02:09,Player_01,54.684,23.456,1
2025-10-02 15:02:10,Player_01,53.963,23.691,1
2025-10-02 15:02:11,Player_01,55.131,23.926,1
2025-10-02 15:02:12,Player_01,55.55,23.633,1
2025-10-02 15:02:13,Player_01,55.989,23.792,1
2025-10-02 15:02:14,Player_01,56.021,23.903,1
2025-10-02 15:02:15,Player_01,55.953,23.848,1
2025-10-02 15:02:16,Player_01,55.795,24.764,1
2025-10-02 15:02:17,Player_01,55.955,24.407,1
2025-10-02 15:02:18,Player_01,55.592,24.413,1
2025-10-02 15:02:19,Player_01,56.07,24.251,1
2025-10-02 15:02:20,Player_01,56.614,24.093,1
2025-10-02 15:02:21,Player_01,55.978,24.161,1
2025-10-02 15:02:22,Player_01,56.141,24.036,1
2025-10-02 15:02:23,Player_01,55.756,23.671,1
2025-10-02 15:02:24,Player_01,55.928,23.724,1
2025-10-02 15:02:25,Player_01,56.267,24.225,1
2025-10-02 15:02:26,Player_01,55.296,24.625,1
2025-10-02 15:02:27,Player_01,54.357,24.711,1
2025-10-02 15:02:28,Player_01,54.547,24.399,1
2025-10-02 15:02:29,Player_01,55.316,24.478,1
2025-10-02 15:02:30,Player_01,55.397,24.938,1
2025-10-02 15:02:31,Player_01,54.989,25.444,1
2025-10-02 15:02:32,Player_01,54.715,25.596,1
2025-10-02 15:02:33,Player_01,55.245,25.442,1
2025-10-02 15:02:34,Player_01,55.293,25.356,1
2025-10-02 15:02:35,Player_01,55.375,25.683,1
2025-10-02 15:02:36,Player_01,56.159,25.974,1
2025-10-02 15:02:37,Player_01,56.39,25.229,1
2025-10-02 15:02:38,Player_01,56.244,25.508,1
